District,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Vikarabad,2021-05,797.7,24.3115839243499,36.5871158392435,22.6251773049645,54.0699763593381,0.0505910165484634,5.76418439716312
Vikarabad,2021-06,1813.8,22.960350877193,32.3970175438596,53.9264912280702,92.3412280701754,0.214035087719298,9.16982456140351
Vikarabad,2021-07,6334.8,22.528013582343,30.1972835314092,70.1687606112054,96.4380305602716,0.230220713073005,7.98556876061121
Vikarabad,2021-08,3628.4,22.3774193548387,30.3032258064516,67.402376910017,96.3967741935484,0.098641765704584,6.15127334465195
Vikarabad,2021-09,4474.8,21.9912280701754,29.539649122807,75.6077192982456,98.1524561403509,0.0982456140350877,5.36701754385965
Vikarabad,2021-10,1196.1,20.5263157894737,31.8843803056027,52.5288624787776,94.8466893039049,0.00033955857385399,4.45212224108659
Vikarabad,2021-11,310.5,19.5049122807018,30.1329824561404,54.8977192982456,94.2156140350877,0,0
Vikarabad,2021-12,0.3,15.372156196944,30.0945670628183,40.1665534804754,92.8110356536503,0.0135823429541596,4.79677419354839
Vikarabad,2022-01,20.3,15.2926994906621,29.8718166383701,38.104584040747,89.6933786078099,0.0108658743633277,5.44397283531409
Vikarabad,2022-02,0,11.2142857142857,36.7035714285714,13.3107142857143,100,0,64.8571428571429
Vikarabad,2022-03,105.7,20.2100169779287,35.9592529711375,20.9130730050934,71.041765704584,0.00526315789473684,6.79252971137521
Vikarabad,2022-04,359.9,23.8466666666667,38.0801754385965,24.6987719298246,73.2817543859649,0.00192982456140351,6.21438596491228
Vikarabad,2022-05,1707.6,24.9123938879457,37.2672325976231,31.111544991511,75.8760611205433,0.117041198501873,9.00168539325843
Vikarabad,2022-06,1746.1,23.6884210526316,34.3747368421053,44.8042105263158,87.8650877192982,0.161475409836066,8.95102459016394
Vikarabad,2022-07,7432.7,22.055857385399,28.8246179966044,74.5052631578947,97.1960950764007,0.411089108910891,9.00752475247525
Vikarabad,2022-08,3786.1,22.1310696095076,29.8709677419355,74.6439728353141,97.6979626485569,0.258726899383984,5.85277207392197
Vikarabad,2022-09,3627.3,21.6022807017544,30.3012280701754,71.3184210526316,97.8378947368421,0.0763496143958869,4.13753213367609
Wanaparthy,2019-01,619.8,16.1787775891341,31.2392190152801,32.0463497453311,84.1684210526316,0.0624787775891341,7.51341256366723
Wanaparthy,2019-02,0,20.3558270676692,34.437969924812,29.4866541353383,80.4114661654135,0.169548872180451,8.35751879699248
Wanaparthy,2019-03,0,23.276740237691,37.5286926994907,22.8677419354839,68.6028862478778,0.123089983022071,9.44617996604414
Wanaparthy,2019-04,93,25.9350877192982,39.9928070175439,20.2131578947368,58.4650877192983,0.168070175438596,10.6164912280702
Wanaparthy,2019-05,297.8,28.5677419354839,41.0955857385399,21.1867572156197,59.5539898132428,0.195585738539898,11.8563667232598
Wanaparthy,2019-06,754.4,26.5166666666667,37.1390476190476,40.5211904761905,77.2154761904762,1.46952380952381,14.9185714285714
Wanaparthy,2019-07,2042.4,24.5271889400922,33.1463133640553,56.9847926267281,89.5684331797235,1.06797235023041,12.8251152073733
Wanaparthy,2019-08,1751,24.1760368663594,31.6615207373272,65.7811059907834,92.5161290322581,0.945622119815668,11.5278801843318
Wanaparthy,2019-09,2795.8,23.6712643678161,31.1935960591133,73.3173234811166,96.6954022988506,0.354187192118227,8.52487684729064
Wanaparthy,2019-10,1832.3,23.0857910906298,32.1594086021505,69.4258832565284,98.1461213517665,0.0248847926267281,6.37142857142857
Wanaparthy,2019-11,75.8,20.895,32.4423809523809,52.502619047619,95.9764285714286,0.0347619047619048,5.41761904761905
Wanaparthy,2019-12,14.9,18.7798771121352,30.4660138248848,50.4961597542243,95.8559523809524,0.0112903225806452,5.76221198156682
Wanaparthy,2020-01,13.4,19.0543778801843,31.7753456221198,43.4900921658986,92.8543778801843,6.96382488479263,0
Wanaparthy,2020-02,22.5,19.6113300492611,33.4022167487685,34.2711822660099,87.3379310344827,8.03029556650246,0
Wanaparthy,2020-03,57.1,22.884331797235,36.4359447004608,29.5622119815668,80.5725806451613,7.95875576036866,0
Wanaparthy,2020-04,289.2,25.0069047619048,38.4323809523809,24.5938095238095,71.9104761904762,8.74642857142857,
Wanaparthy,2020-05,219.5,28.0578341013825,39.9,25.3654377880184,69.0108294930876,9.95391705069124,
Wanaparthy,2020-06,2190,25.3397619047619,34.7916666666667,52.5683333333333,89.867619047619,10.1738095238095,0.367380952380952
Wanaparthy,2020-07,4273.6,24.1830261136713,31.8741167434716,72.6624807987711,97.9092549923195,8.27327188940092,0.10668202764977
Wanaparthy,2020-08,3943.3,23.9912058371736,30.203801843318,80.4206989247312,97.8028033794163,8.60875576036866,0.46705069124424
Wanaparthy,2020-09,4795.6,23.7197619047619,31.0692857142857,77.6395238095238,98.4445238095238,6.73069544364508,0.0911270983213429
Wanaparthy,2020-10,2363,22.7453917050691,31.5912442396313,68.4135944700461,97.9165898617512,0.0461916461916462,4.87100737100737
Wanaparthy,2020-11,211.4,19.7159523809524,31.1561904761905,50.327619047619,93.2097619047619,0.085024154589372,6.14734299516908
Wanaparthy,2020-12,0,16.7688940092166,30.7135944700461,40.1541474654378,93.8076036866359,0.0209677419354839,5.7426267281106
Wanaparthy,2021-01,15.8,18.3668202764977,31.5175115207373,42.5624423963134,94.6917050691244,,
Wanaparthy,2021-02,5.9,17.697193877551,32.4974489795918,30.1357142857143,86.9857142857143,,
Wanaparthy,2021-03,2.6,20.702534562212,36.4852534562212,19.7937788018433,77.5437788018433,,
Wanaparthy,2021-04,274.5,24.3071428571429,37.847380952381,26.2328571428571,75.2221428571429,0.0264285714285714,7.54190476190476
Wanaparthy,2021-05,815.4,25.9901215805471,37.291641337386,24.3673252279635,53.9878419452888,0.0927051671732523,6.03890577507599
Wanaparthy,2021-06,1075.2,24.6842857142857,33.3388095238095,51.7371428571429,88.61,0.382142857142857,10.63
Wanaparthy,2021-07,4371.9,23.7582949308756,31.0852534562212,68.3564516129032,94.9718894009217,0.305760368663594,10.0126728110599
Wanaparthy,2021-08,960,23.9811059907834,31.4232718894009,64.9013824884793,94.2539170506912,0.187096774193548,7.87672811059908
Wanaparthy,2021-09,1311.6,23.3671428571429,30.8521428571429,71.1447619047619,96.6609523809524,0.111190476190476,8.06142857142857
Wanaparthy,2021-10,1058.1,22.6898617511521,32.8149769585253,55.2481566820276,95.0725806451613,0.0161290322580645,5.13271889400922
Wanaparthy,2021-11,612.9,21.6183333333333,30.26,64.1295238095238,95.7559523809524,0,0
Wanaparthy,2021-12,6.6,17.7933179723502,30.9658986175115,46.5891705069125,93.8741935483871,0.00599078341013825,5.68387096774194
Wanaparthy,2022-01,134.8,18.0831797235023,30.8154377880184,44.4587557603687,90.1785714285714,0.045852534562212,6.07764976958525
Wanaparthy,2022-02,0,11.2142857142857,36.7035714285714,13.3107142857143,100,0,64.8571428571429
Wanaparthy,2022-03,48.9,21.9421658986175,36.7958525345622,24.3824884792627,75.2965437788019,0.0209677419354839,6.49193548387097
Wanaparthy,2022-04,36.5,25.8071428571429,38.9907142857143,26.3302380952381,75.6342857142857,0.0207142857142857,6.74238095238095
Wanaparthy,2022-05,572.3,26.4797235023041,37.6027649769585,36.5101382488479,78.3928571428571,0.13566265060241,9.78819277108434
Wanaparthy,2022-06,1309.7,25.0959523809524,35.2642857142857,46.865,85.817380952381,0.151653944020356,10.3160305343511
Wanaparthy,2022-07,3043.8,23.5488479262673,30.5824884792627,70.2792626728111,95.4822580645161,0.353846153846154,10.3009925558313
Wanaparthy,2022-08,2641.1,23.4,31.3235023041475,69.6417050691244,96.5730414746544,0.153731343283582,8.39253731343284
Wanaparthy,2022-09,1746.6,23.0697619047619,31.4678571428571,68.3426190476191,96.2095238095238,0.137595907928389,7.80613810741688
Warangal,2021-10,495.7,22.8183622828784,33.2339950372208,56.7280397022333,97.5196029776675,0.0382133995037221,6.09032258064516
Warangal,2021-11,603.9,21.1187179487179,31.6502564102564,58.3446153846154,97.0648717948718,0,0
Warangal,2021-12,0,16.5461538461538,30.6151364764268,43.5719602977668,96.7431761786601,0.0163771712158809,5.83870967741936
Warangal,2022-01,1650.7,16.8076923076923,29.2399503722084,51.441935483871,96.6263027295285,0.0377171215880893,6.56029776674938
Warangal,2022-02,0,11.2142857142857,36.7035714285714,13.3107142857143,100,0,64.8571428571429
Warangal,2022-03,0.8,21.4,35.8828784119107,34.1193548387097,94.1295285359801,0.0265508684863524,7.45260545905707
Warangal,2022-04,0.4,24.9630769230769,37.9489743589744,37.3064102564103,92.0792307692308,0.0787179487179487,8.73307692307692
Warangal,2022-05,126,26.9535980148883,39.7129032258064,31.2548387096774,79.1558312655087,0.106203473945409,9.79528535980149
Warangal,2022-06,2587.7,26.3025641025641,36.9479487179487,44.3635897435897,83.694358974359,0.0330769230769231,9.72487179487179
Warangal,2022-07,6597.9,24.0004962779156,30.6531017369727,74.6779156327544,98.8233250620347,0.233665835411471,8.25561097256858
Warangal,2022-08,2687.4,24.3377171215881,32.4305210918114,66.7967741935484,98.3468982630273,0.171679197994987,8.54185463659148
Warangal,2022-09,2624.3,23.8138461538462,32.3620512820513,69.4187179487179,99.3315384615385,0.062051282051282,8.05358974358974
Warangal Rural,2019-01,382.3,15.0230414746544,30.0235023041475,41.4572964669739,93.9010752688172,0.0708141321044547,7.94024577572965
Warangal Rural,2019-02,62.7,19.519387755102,33.2977891156463,38.3290816326531,90.8311224489796,0.141496598639456,8.75612244897959
Warangal Rural,2019-03,0,22.3136712749616,36.4937019969278,32.5976958525346,88.0390168970814,0.421351766513057,10.1870967741936
Warangal Rural,2019-04,381.7,24.9495238095238,40.0444444444444,24.7469841269841,82.0234920634921,0.414603174603175,11.0003174603175
Warangal Rural,2019-05,192.9,28.4288786482335,42.005069124424,21.9213517665131,69.5852534562212,0.324116743471582,11.3125960061444
Warangal Rural,2019-06,1337.6,28.7097916666667,39.0777083333333,38.08625,73.6489583333333,0.571041666666667,12.178125
Warangal Rural,2019-07,3888.9,25.3875,33.6868951612903,61.1592741935484,92.6010080645161,0.125,11.7116935483871
Warangal Rural,2019-08,5018.4,25.029435483871,32.0471774193548,74.2673387096774,96.9685483870968,0.156451612903226,9.91552419354839
Warangal Rural,2019-09,2066.3,24.2993055555556,30.5048611111111,80.8465277777778,97.15,0.10625,8.89027777777778
Warangal Urban,2019-01,386.5,15.3647177419355,29.6358870967742,40.3173387096774,92.3973790322581,0.131397849462366,7.52924731182796
Warangal Urban,2019-02,17.8,19.8205357142857,33.0970982142857,38.2647321428571,88.5676339285714,0.162857142857143,7.8652380952381
Warangal Urban,2019-03,1.8,22.3790322580645,36.0979838709677,31.4661290322581,86.3036290322581,0.474408602150538,9.60043010752688
