location_aaq,Date,NOx,PM2.5,Toluene,Benzene,SO2,Xylene,Ozone,PM10,NH3,CO
ECIL,2022-08-01,10.481290322580644,18.13483870967742,,0.6554704301075265,4.526774193548387,,18.52451612903226,39.79172043010753,12.150000000000002,0.5548387096774191
Nacharam,2022-08-01,9.354905913978492,21.7358064516129,,1.0745161290322582,4.576612903225806,,15.00483870967742,42.218387096774194,11.566113253856944,0.466774193548387
Malakpet louis,2022-08-01,10.805712365591395,25.53032258064516,,0.9454838709677422,6.733870967741937,,19.954932795698923,52.22741935483872,12.945483870967744,0.6735483870967742
Khairthabad RTA,2022-08-01,17.88451612903226,22.65493279569892,,1.0310215053763443,5.354838709677418,,18.69774193548388,51.8883870967742,5.988064516129032,0.6280645161290322
Komaplly,2022-08-01,8.433225806451615,26.221250000000005,,0.9196774193548386,5.581612903225808,,25.134341397849465,46.19741935483871,10.20774193548387,0.6241935483870968
Kokapet,2022-08-01,10.069354838709677,24.559919354838712,,0.8800000000000002,5.526129032258064,,17.636774193548383,51.06419354838709,14.66548387096774,0.5483870967741935
Sympony Park,2022-08-01,8.944193548387098,29.909354838709675,,1.1167741935483873,5.162917888563049,,19.20649193548387,49.604838709677416,11.048064516129037,0.537741935483871
IITH ,2022-08-01,15.65758620689655,19.74137931034483,,1.1539285714285712,5.07,,17.875919540229884,44.5148275862069,13.153448275862068,0.5179310344827588
"R.C.Puram, Medak",2022-08-01,29.5,,,,8.5,,,74.0,18.0,
"Bollaram, Sangareddy (SAAQM)",2022-08-01,35.0,,,,12.0,,,89.0,,
"Sangareddy, Medak",2022-08-01,23.5,,,,6.7,,,57.0,14.0,
"PETL, Sangareddy (SAAQM)",2022-08-01,29.3,,,,10.0,,,78.0,,
"Gaddapotharam, Medak",2022-08-01,32.2,,,,13.9,,,82.0,20.0,
"Nalgonda, RO Building, Nalgonda",2022-08-01,25.1,30.0,,,7.7,,,53.0,15.0,
"Choutuppal, Nalgonda",2022-08-01,35.3,,,,15.6,,,84.0,22.0,
"Marketing Office Building, Beat Market, Hyd Road Nalgonda",2022-08-01,24.0,,,,6.0,,,51.0,13.0,
"Subhasnagar,  Nizamabad",2022-08-01,23.3,28.0,,,6.7,,,52.0,14.0,
" Mandamarri, Adilabad",2022-08-01,26.2,31.0,,,8.5,,,56.0,17.0,
"KUDA, Warangal ",2022-08-01,28.9,,,,5.5,,,43.0,,
" Mee-Seva, Warangal ",2022-08-01,26.6,,,,6.5,,,56.0,23.0,
"Balasamudram, Hanmakonda (SAAQM)",2022-08-01,16.8,,,,3.3,,,54.0,,
"Nakkalagutta, Hanmakonda (SAAQM)",2022-08-01,22.5,,,,5.2,,,80.0,,
"Godavarikhani, Karimnagar",2022-08-01,41.4,41.0,,,7.4,,,47.0,34.0,
" DIC building, Karimnagar",2022-08-01,27.4,,,,6.0,,,55.0,19.0,
"CER Club, Kothagudem",2022-08-01,41.6,47.0,,,6.7,,,68.0,39.0,
"Jalasouda, Khammam ",2022-08-01,41.5,52.0,,,7.4,,,56.0,44.0,
"Kothur, Mahaboobnagar",2022-08-01,39.9,39.0,,,8.0,,,88.0,28.0,
"Balanagar , CITD office ",2022-09-01,32.8,27.0,,,3.1,,,89.0,41.0,
"Uppal, Modern food Industry, IDA",2022-09-01,27.7,25.0,,,3.2,,,67.0,43.0,
"Jubilee Hills, Police station",2022-09-01,24.0,22.0,,,3.0,,,58.0,38.0,
"Paradise, HMWS &SB Pump house ",2022-09-01,26.7,,,,3.2,,,69.0,36.0,
"Charminar, TSRTC bus station ",2022-09-01,22.2,26.0,,,3.0,,,74.0,36.0,
"Jeedimetla, Industrial Association Building",2022-09-01,27.0,27.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2022-09-01,20.880769110943188,,,,3.997947739409453,,,,39.858683796261296,
"MGBS, Bus stand ",2022-09-01,23.73118558942576,,,,3.989794697648088,,,64.64345148974374,40.29720760165164,
"Chikkadapally, Lepakshi Emporium ",2022-09-01,19.569423913935942,,,,4.10645809951358,,,57.61468855218819,32.71432846988928,
"Langar House, Police Station ",2022-09-01,22.30618100282778,,,,4.045080433969381,,,64.78926292210772,33.16711560045378,
"Madhapur, Shilpa Kalavedika ",2022-09-01,19.91617643602057,,,,4.5186625474604,,,60.84614268511801,35.76869816549326,
"Shameerpet, MRO office",2022-09-01,33.941934589800574,,,,6.576178451178476,,,76.07441372792275,25.968350168349936,
"Kukatpally, JNTU",2022-09-01,26.3,,,,2.9,,,69.0,41.0,
"Sainikpuri,  MRO office ",2022-09-01,18.958233161863568,,,,3.626709538411133,,,44.55769651593682,44.85356284013558,
"Rajendranaga, NG Rang Agricultural University ",2022-09-01,22.5777387431106,,,,,,,60.44101355113908,34.70993550268708,
"Nacharam, Police station ",2022-09-01,21.828252631392285,,,,3.682355908526481,,,58.32066726301504,37.78904152982808,
"Abids, Police station ",2022-09-01,23.3163575457759,,,,3.812522663258352,,,68.56426903110722,34.86464012382231,
"KBRN Park, DFO office ",2022-09-01,18.446234020421272,,,,3.646937481814043,,,51.0337848830062,32.58315666958092,
HCU,2022-09-01,37.784802,11.9,,2.227055563333333,4.477755466666666,,4.0390876,39.46666666666667,4.6689757,0.3196994866666666
Sanathnagar,2022-09-01,18.077430666666665,29.566666666666663,,0.0412018606666666,3.473336433333333,,23.878517666666667,,,0.30367877
Zoopark,2022-09-01,15.883830666666665,31.48275862068965,,2.503196393333333,2.3535278333333336,,14.52887,43.206896551724135,1.1357639366666668,0.5463142533333333
Pashamylaram,2022-09-01,4.100486,25.321428571428573,,2.4689044724137927,7.087797965517241,,6.313713310344827,56.48275862068966,0.6560417827586209,
"Bollaram, CAAQMS",2022-09-01,24.458815333333337,29.666666666666668,,,13.709066766666666,,,76.06666666666666,30.758816666666668,
ICRISAT,2022-09-01,11.465185633333332,16.166666666666668,,0.1658460231999999,5.63,,27.436666666666667,37.73333333333333,5.779481866666666,0.5906666666666668
ECIL,2022-09-01,11.78,21.15,,0.81,5.38,,19.42,39.2,12.54,0.49
Nacharam,2022-09-01,10.6,22.0,,0.63,4.74,,16.56,42.0,14.89,0.34
Malakpet louis,2022-09-01,14.36,20.0,,0.72,5.85,,26.53,47.0,14.76,0.63
Khairthabad RTA,2022-09-01,13.98,20.17,,1.19,6.19,,22.83,43.0,13.75,0.59
Komaplly,2022-09-01,10.57,23.0,,0.61,5.63,,19.18,43.0,11.54,0.65
Kokapet,2022-09-01,12.82,28.37,,0.54,5.88,,19.59,46.12,13.01,0.68
Sympony Park,2022-09-01,11.23,23.0,,0.61,5.84,,19.82,59.28,11.57,0.66
IITH ,2022-09-01,11.85,17.52,,0.77,5.76,,19.72,38.0,10.77,0.55
"R.C.Puram, Medak",2022-09-01,33.6,,,,11.5,,,80.0,20.0,
"Bollaram, Sangareddy (SAAQM)",2022-09-01,37.3,,,,13.0,,,92.0,,
"Sangareddy, Medak",2022-09-01,25.5,,,,7.6,,,61.0,18.0,
"PETL, Sangareddy (SAAQM)",2022-09-01,30.8,,,,8.7,,,81.0,,
"Gaddapotharam, Medak",2022-09-01,34.4,,,,15.4,,,85.0,23.0,
"Nalgonda, RO Building, Nalgonda",2022-09-01,27.0,32.0,,,8.7,,,58.0,17.0,
"Choutuppal, Nalgonda",2022-09-01,37.0,,,,17.0,,,88.0,24.0,
"Marketing Office Building, Beat Market, Hyd Road Nalgonda",2022-09-01,25.4,,,,7.2,,,55.0,17.0,
"Subhasnagar,  Nizamabad",2022-09-01,25.0,31.0,,,7.9,,,51.0,16.0,
" Mandamarri, Adilabad",2022-09-01,27.5,33.0,,,9.7,,,54.0,19.0,
"KUDA, Warangal ",2022-09-01,27.9,,,,6.0,,,39.0,,
" Mee-Seva, Warangal ",2022-09-01,29.9,,,,7.1,,,48.0,27.0,
"Balasamudram, Hanmakonda (SAAQM)",2022-09-01,17.8,,,,4.7,,,71.0,,
"Nakkalagutta, Hanmakonda (SAAQM)",2022-09-01,23.6,,,,6.2,,,76.0,,
"Godavarikhani, Karimnagar",2022-09-01,43.5,49.0,,,7.5,,,45.0,40.0,
" DIC building, Karimnagar",2022-09-01,29.9,,,,6.7,,,58.0,20.0,
"CER Club, Kothagudem",2022-09-01,36.3,49.0,,,7.0,,,54.0,39.0,
"Jalasouda, Khammam ",2022-09-01,31.2,60.0,,,7.0,,,41.0,38.0,
"Kothur, Mahaboobnagar",2022-09-01,38.6,60.0,,,8.1,,,79.0,30.0,
"Balanagar , CITD office ",2022-10-01,32.3,32.0,,,6.2,,,78.0,44.0,
"Uppal, Modern food Industry, IDA",2022-10-01,29.7,29.0,,,6.6,,,69.0,43.0,
"Jubilee Hills, Police station",2022-10-01,26.3,39.0,,,5.4,,,72.0,41.0,
"Paradise, HMWS &SB Pump house ",2022-10-01,27.5,,,,5.4,,,76.0,42.0,
"Charminar, TSRTC bus station ",2022-10-01,25.9,40.0,,,5.4,,,87.0,38.0,
"Jeedimetla, Industrial Association Building",2022-10-01,28.4,36.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2022-10-01,22.64899681461659,,,,3.805544799345865,,,,38.6247851248925,
"MGBS, Bus stand ",2022-10-01,25.20974193179382,,,,4.70817445228871,,,63.98907737322746,37.58733250131347,
"Chikkadapally, Lepakshi Emporium ",2022-10-01,27.13475584092993,,,,4.256248830901607,,,56.90586419753115,38.13631687243371,
"Langar House, Police Station ",2022-10-01,25.889298533725864,,,,4.059164912070242,,,61.49248258936653,39.28114378645128,
"Madhapur, Shilpa Kalavedika ",2022-10-01,25.84100439810928,,,,3.5572428559219125,,,57.14551794437372,35.60973656219284,
"Shameerpet, MRO office",2022-10-01,36.10947508622819,,,,5.201501122334491,,,82.98777246145681,24.91245791245769,
"Kukatpally, JNTU",2022-10-01,27.5,,,,6.4,,,73.0,40.0,
"Sainikpuri,  MRO office ",2022-10-01,30.4571180271261,,,,3.7266550158675136,,,43.24890314176443,30.394646329084274,
"Rajendranaga, NG Rang Agricultural University ",2022-10-01,27.426832703425063,,,,,,,47.261478707502974,37.73617757637189,
"Nacharam, Police station ",2022-10-01,29.0230876736418,,,,4.714501233102536,,,54.91293858883243,36.55246875002872,
"Abids, Police station ",2022-10-01,24.339624234821343,,,,4.457533211873441,,,62.68498230108817,36.45075744941946,
"KBRN Park, DFO office ",2022-10-01,21.143124039465228,,,,4.69404391437217,,,47.62935258657538,36.7180865898094,
HCU,2022-10-01,37.01788741935484,28.516129032258064,,2.678519789354839,6.426437064516129,,11.687413935483873,79.74193548387096,10.11286396774194,0.5015271258064516
Sanathnagar,2022-10-01,30.16898580645161,50.83870967741935,,0.0954043322258064,3.662363064516129,,29.72501774193549,,,0.5238830451612904
Zoopark,2022-10-01,26.13140354838709,69.74193548387096,,4.409577580645162,2.4536504838709687,,14.63946548387097,105.80645161290325,0.9946312741935484,0.8243103129032258
Pashamylaram,2022-10-01,3.826912838709677,46.83870967741935,,2.1569790967741933,8.157248677419355,,6.047736000000001,108.9,0.7642827096774194,0.7437739333333332
"Bollaram, CAAQMS",2022-10-01,22.55185535714286,46.42857142857143,,,18.62064342857143,,,95.42857142857144,28.009239642857143,
ICRISAT,2022-10-01,26.06078661290323,41.38709677419355,,0.2798466658064516,9.325806451612902,,34.95483870967742,82.48387096774194,7.886303129032258,0.534516129032258
ECIL,2022-10-01,11.69,24.65,,0.75,5.45,,15.67,44.47,15.39,0.49
Nacharam,2022-10-01,10.98,27.02,,0.81,5.28,,15.82,54.1,16.1,0.61
Malakpet louis,2022-10-01,14.74,22.84,,1.08,6.52,,17.26,43.32,13.75,0.67
Khairthabad RTA,2022-10-01,12.43,23.56,,0.98,5.79,,18.17,46.17,13.21,0.67
Komaplly,2022-10-01,12.74,25.74,,0.77,5.96,,16.68,44.39,13.1,0.71
Kokapet,2022-10-01,12.31,22.26,,0.78,6.01,,18.78,43.98,12.76,6.01
Sympony Park,2022-10-01,11.84,24.94,,0.64,6.21,,14.02,46.56,12.54,0.66
IITH ,2022-10-01,12.05,25.44,,0.73,5.99,,17.29,40.97,11.57,0.65
"R.C.Puram, Medak",2022-10-01,34.8,,,,13.6,,,86.0,22.0,
"Bollaram, Sangareddy (SAAQM)",2022-10-01,30.7,,,,12.0,,,93.0,,
"Sangareddy, Medak",2022-10-01,24.4,,,,7.4,,,67.0,20.0,
"PETL, Sangareddy (SAAQM)",2022-10-01,29.0,,,,9.7,,,85.0,,
"Gaddapotharam, Medak",2022-10-01,35.4,,,,15.4,,,91.0,24.0,
"Nalgonda, RO Building, Nalgonda",2022-10-01,25.1,34.0,,,7.5,,,64.0,19.0,
"Choutuppal, Nalgonda",2022-10-01,37.2,,,,18.8,,,93.0,24.0,
"Marketing Office Building, Beat Market, Hyd Road Nalgonda",2022-10-01,23.7,,,,6.8,,,58.0,15.0,
"Subhasnagar,  Nizamabad",2022-10-01,27.4,35.0,,,8.6,,,61.0,18.0,
" Mandamarri, Adilabad",2022-10-01,29.3,38.0,,,10.9,,,62.0,21.0,
"KUDA, Warangal ",2022-10-01,27.8,39.0,,,5.0,,,63.0,,
" Mee-Seva, Warangal ",2022-10-01,32.2,,,,7.9,,,63.0,39.0,
"Balasamudram, Hanmakonda (SAAQM)",2022-10-01,13.5,,,,5.8,,,79.0,,
"Nakkalagutta, Hanmakonda (SAAQM)",2022-10-01,18.8,,,,5.4,,,87.0,,
"Godavarikhani, Karimnagar",2022-10-01,43.6,72.0,,,7.6,,,52.0,43.0,
" DIC building, Karimnagar",2022-10-01,30.6,,,,6.7,,,62.0,29.0,
"CER Club, Kothagudem",2022-10-01,39.3,,,,7.8,,,57.0,35.0,
"Jalasouda, Khammam ",2022-10-01,30.9,66.0,,,7.4,,,57.0,39.0,
"Kothur, Mahaboobnagar",2022-10-01,40.4,41.0,,,7.2,,,93.0,41.0,
"Balanagar , CITD office ",2022-11-01,30.3,36.0,,,4.1,,,108.0,34.0,
"Uppal, Modern food Industry, IDA",2022-11-01,26.1,36.0,,,4.1,,,99.0,37.0,
"Jubilee Hills, Police station",2022-11-01,25.2,31.0,,,3.7,,,87.0,27.0,
"Paradise, HMWS &SB Pump house ",2022-11-01,26.3,,,,3.7,,,97.0,30.0,
"Charminar, TSRTC bus station ",2022-11-01,26.1,35.0,,,4.0,,,107.0,31.0,
"Jeedimetla, Industrial Association Building",2022-11-01,29.3,39.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2022-11-01,28.60564406053464,,,,4.668054518398437,,,,35.5652519479066,
"MGBS, Bus stand ",2022-11-01,28.524743052553312,,,,4.788929847157122,,,96.56193464250175,26.138357341456697,
"Chikkadapally, Lepakshi Emporium ",2022-11-01,24.584384353412624,,,,4.457674226810063,,,76.51483987114507,33.24335952114165,
"Langar House, Police Station ",2022-11-01,28.27744292518636,,,,4.504913019079644,,,85.54716610549902,28.308978675648824,
"Madhapur, Shilpa Kalavedika ",2022-11-01,24.79218572092445,,,,4.55167857878593,,,80.96460226592387,20.36071766670712,
"Shameerpet, MRO office",2022-11-01,29.39301552106428,,,,6.576178451178438,,,85.8285338767793,23.59259259259238,
"Kukatpally, JNTU",2022-11-01,24.8,,,,3.2,,,106.0,22.0,
"Sainikpuri,  MRO office ",2022-11-01,30.49882989605052,,,,3.955316300851452,,,78.39795759675081,28.199925177673705,
"Rajendranaga, NG Rang Agricultural University ",2022-11-01,28.40798123994308,,,,,,,85.23668691060924,27.371329783599595,
"Nacharam, Police station ",2022-11-01,27.474057773297663,,,,4.25826869511139,,,88.42465346614767,27.18111853949304,
"Abids, Police station ",2022-11-01,29.491924324547085,,,,4.338024691358124,,,90.58172366690098,30.880209502475385,
"KBRN Park, DFO office ",2022-11-01,24.67763837562631,,,,4.547230639730694,,,78.39963402495525,29.428208005989507,
HCU,2022-11-01,54.93354344827586,55.48275862068966,,3.01193951724138,9.25638120689655,,18.282463862068965,139.20689655172413,14.431790689655172,0.6610896896551725
Sanathnagar,2022-11-01,29.54660655172413,83.44827586206897,,0.1096876264827586,4.09312751724138,,34.143391724137935,,,0.9259061551724136
Zoopark,2022-11-01,39.2184072413793,113.55172413793105,,5.456868999999999,2.2744809655172413,,15.063427586206895,181.51724137931035,1.6348469344827588,0.992702203448276
Pashamylaram,2022-11-01,4.832276299999999,106.14285714285714,,3.792367033333333,12.6872716,,9.136882133333334,210.86666666666667,0.7415412,0.92175754
"Bollaram, CAAQMS",2022-11-01,16.282391500000003,78.4,,,14.609431633333331,,,150.0,30.29678033333334,
ICRISAT,2022-11-01,47.86270551724137,90.13793103448276,,0.4587242896551724,28.30344827586207,,54.06206896551725,172.55172413793105,14.394127931034484,0.6046153846153844
ECIL,2022-11-01,12.85,29.39,,0.97,5.11,,13.01,54.95,15.58,0.58
Nacharam,2022-11-01,12.61,30.92,,1.15,5.23,,13.12,53.63,16.01,0.6
Malakpet louis,2022-11-01,13.91,29.25,,0.96,5.92,,14.88,62.05,11.88,0.62
Khairthabad RTA,2022-11-01,13.81,34.15,,1.08,5.65,,14.74,62.52,12.68,0.7
Komaplly,2022-11-01,11.87,30.33,,0.79,5.73,,14.24,50.84,12.32,0.75
Kokapet,2022-11-01,12.15,27.72,,0.78,5.67,,15.64,54.15,11.82,0.75
Sympony Park,2022-11-01,10.44,33.52,,0.74,5.5,,11.53,53.18,10.7,0.59
IITH ,2022-11-01,10.16,31.93,,0.75,5.67,,10.99,50.0,10.84,0.59
"R.C.Puram, Medak",2022-11-01,29.9,,,,11.5,,,79.0,20.0,
"Bollaram, Sangareddy (SAAQM)",2022-11-01,28.2,,,,10.4,,,87.0,,
"Sangareddy, Medak",2022-11-01,22.4,,,,6.4,,,62.0,18.0,
"PETL, Sangareddy (SAAQM)",2022-11-01,25.5,,,,8.3,,,78.0,,
"Gaddapotharam, Medak",2022-11-01,31.9,,,,12.5,,,85.0,21.0,
"Nalgonda, RO Building, Nalgonda",2022-11-01,22.8,29.0,,,7.2,,,58.0,17.0,
"Choutuppal, Nalgonda",2022-11-01,33.6,,,,13.5,,,87.0,23.0,
"Marketing Office Building, Beat Market, Hyd Road Nalgonda",2022-11-01,21.7,,,,6.2,,,53.0,14.0,
"Subhasnagar,  Nizamabad",2022-11-01,25.0,30.0,,,6.8,,,56.0,16.0,
" Mandamarri, Adilabad",2022-11-01,26.4,32.0,,,7.5,,,58.0,18.0,
"KUDA, Warangal ",2022-11-01,24.0,49.0,,,4.4,,,49.0,,
" Mee-Seva, Warangal ",2022-11-01,35.0,,,,7.6,,,95.0,37.0,
"Balasamudram, Hanmakonda (SAAQM)",2022-11-01,13.9,,,,3.4,,,105.0,,
"Nakkalagutta, Hanmakonda (SAAQM)",2022-11-01,13.5,,,,3.9,,,91.0,,
"Godavarikhani, Karimnagar",2022-11-01,45.2,59.0,,,8.0,,,122.0,40.0,
" DIC building, Karimnagar",2022-11-01,26.1,,,,6.2,,,103.0,22.0,
"CER Club, Kothagudem",2022-11-01,28.5,55.0,,,6.3,,,93.0,24.0,
"Jalasouda, Khammam ",2022-11-01,30.0,64.0,,,8.0,,,78.0,35.0,
"Kothur, Mahaboobnagar",2022-11-01,42.1,85.0,,,7.4,,,115.0,40.0,
"Balanagar , CITD office ",2022-12-01,28.8,37.0,,,3.3,,,121.0,32.0,
"Uppal, Modern food Industry, IDA",2022-12-01,26.5,34.0,,,3.1,,,107.0,37.0,
"Jubilee Hills, Police station",2022-12-01,23.4,28.0,,,3.4,,,96.0,25.0,
"Paradise, HMWS &SB Pump house ",2022-12-01,26.4,,,,3.5,,,110.0,25.0,
"Charminar, TSRTC bus station ",2022-12-01,27.9,33.0,,,3.4,,,120.0,26.0,
"Jeedimetla, Industrial Association Building",2022-12-01,27.0,41.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2022-12-01,27.14222909461524,,,,3.916828215652157,,,,36.90954437349843,
"MGBS, Bus stand ",2022-12-01,28.19261544834536,,,,4.365860200336882,,,95.1191416217368,36.20605090933962,
"Chikkadapally, Lepakshi Emporium ",2022-12-01,22.74470580268587,,,,4.135939498268209,,,94.83713266268418,22.64054854017488,
"Langar House, Police Station ",2022-12-01,26.614773589325967,,,,4.818065940839688,,,102.38135282316853,32.25610781007103,
"Madhapur, Shilpa Kalavedika ",2022-12-01,28.751227671077736,,,,5.0298853551860665,,,86.10093894790135,23.50133650606673,
"Shameerpet, MRO office",2022-12-01,37.616061529933376,,,,6.904987373737352,,,88.54058125110767,41.69949494949457,
"Kukatpally, JNTU",2022-12-01,24.2,,,,2.9,,,112.0,26.0,
"Sainikpuri,  MRO office ",2022-12-01,27.61775554210616,,,,3.97055616172544,,,71.14772171008588,23.442885646566964,
"Rajendranaga, NG Rang Agricultural University ",2022-12-01,27.04353585899608,,,,,,,92.72325223484523,23.67903224930831,
"Nacharam, Police station ",2022-12-01,26.88504957596811,,,,3.845435262967839,,,100.17822999187447,23.62450470752862,
"Abids, Police station ",2022-12-01,28.27362296508912,,,,3.844284028865732,,,103.08069287497426,23.582340495422347,
"KBRN Park, DFO office ",2022-12-01,22.71885555743233,,,,3.887499085423671,,,88.82774793322778,28.774897119346143,
HCU,2022-12-01,55.42995677419356,48.67741935483871,,2.4488472903225804,5.494840322580646,,7.714357448275864,118.96774193548389,15.770660645161293,0.7145737580645161
Sanathnagar,2022-12-01,22.87757254545454,72.61290322580645,,0.0531733434193548,3.729283903225807,,28.26348903225806,,,1.0007877516129031
Zoopark,2022-12-01,45.47572933333333,102.33333333333331,,5.897065733333334,2.2011432,,14.487905,202.96296296296296,2.04779966,0.9552960033333332
Pashamylaram,2022-12-01,2.876264580645161,84.09677419354838,,3.6764581290322575,10.141010322580644,,8.840990548387095,164.53333333333333,0.6454072612903227,0.7569733064516129
"Bollaram, CAAQMS",2022-12-01,9.57109458064516,72.29032258064517,,,11.48498935483871,,,139.7741935483871,14.974676193548389,
ICRISAT,2022-12-01,47.416637741935496,72.29032258064517,,0.3077940551612903,16.63225806451613,,43.461290322580645,140.3,14.801556451612903,0.5845161290322581
ECIL,2022-12-01,12.14,30.36,,0.82,5.98,,10.75,64.34,11.82,0.59
Nacharam,2022-12-01,13.01,43.68,,0.92,7.0,,11.55,72.44,12.19,0.65
Malakpet louis,2022-12-01,14.43,39.73,,1.44,9.08,,14.05,70.15,10.59,0.874
Khairthabad RTA,2022-12-01,13.78,42.95,,1.37,9.35,,13.72,74.48,11.4,0.82
Komaplly,2022-12-01,12.25,38.928179500330586,,0.79,7.4,,11.29,62.03,12.71,0.8
Kokapet,2022-12-01,12.83,41.93,,0.88,7.95,,11.99,70.59,12.65,0.82
Sympony Park,2022-12-01,9.81,39.01,,0.92,6.54,,9.24,60.16,8.34,0.68
IITH ,2022-12-01,8.89,35.52,,0.7,6.18,,8.86,55.31,8.47,0.65
"R.C.Puram, Medak",2022-12-01,31.6,,,,13.6,,,84.0,22.0,
"Bollaram, Sangareddy (SAAQM)",2022-12-01,34.5,,,,13.0,,,88.0,,
"Sangareddy, Medak",2022-12-01,22.6,,,,7.7,,,65.0,19.0,
"PETL, Sangareddy (SAAQM)",2022-12-01,29.6,,,,9.6,,,76.0,,
"Gaddapotharam, Medak",2022-12-01,33.6,,,,14.5,,,87.0,20.0,
"Nalgonda, RO Building, Nalgonda",2022-12-01,24.5,31.0,,,6.5,,,56.0,16.0,
"Choutuppal, Nalgonda",2022-12-01,34.8,,,,15.5,,,89.0,23.0,
"Marketing Office Building, Beat Market, Hyd Road Nalgonda",2022-12-01,23.8,,,,6.9,,,52.0,12.0,
"Subhasnagar,  Nizamabad",2022-12-01,22.6,29.0,,,7.5,,,60.0,17.0,
" Mandamarri, Adilabad",2022-12-01,25.3,33.0,,,9.5,,,62.0,20.0,
"KUDA, Warangal ",2022-12-01,25.4,63.0,,,4.8,,,68.0,,
" Mee-Seva, Warangal ",2022-12-01,32.6,,,,8.3,,,95.0,35.0,
"Balasamudram, Hanmakonda (SAAQM)",2022-12-01,14.2,,,,4.1,,,82.0,,
"Nakkalagutta, Hanmakonda (SAAQM)",2022-12-01,14.1,,,,4.4,,,95.0,,
"Godavarikhani, Karimnagar",2022-12-01,47.6,54.0,,,7.4,,,135.0,42.0,
" DIC building, Karimnagar",2022-12-01,32.7,,,,6.2,,,139.0,35.0,
"CER Club, Kothagudem",2022-12-01,32.2,51.0,,,6.8,,,83.0,40.0,
"Jalasouda, Khammam ",2022-12-01,29.1,56.0,,,7.1,,,112.0,33.0,
"Kothur, Mahaboobnagar",2022-12-01,40.0,56.0,,,7.4,,,111.0,41.0,
"Paradise, HMWS &SB Pump house",2022-01-01,,30.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2022-01-01,,,,,,,,,,
"Mee-Seva, Warangal ",2022-01-01,,39.0,,,,,,,,
"DIC building, Karimnagar",2022-01-01,,42.0,,,,,,,,
"Paradise, HMWS &SB Pump house",2022-02-01,,32.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2022-02-01,,,,,,,,,,
"Mee-Seva, Warangal ",2022-02-01,,,,,,,,,,
"DIC building, Karimnagar",2022-02-01,,47.0,,,,,,,,
"Paradise, HMWS &SB Pump house",2022-03-01,,27.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2022-03-01,,,,,,,,,,
"Mee-Seva, Warangal ",2022-03-01,,,,,,,,,,
"DIC building, Karimnagar",2022-03-01,,44.0,,,,,,,,
"Paradise, HMWS &SB Pump house",2022-04-01,,34.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2022-04-01,,,,,,,,,,
"Mee-Seva, Warangal ",2022-04-01,,,,,,,,,,
"DIC building, Karimnagar",2022-04-01,,33.0,,,,,,,,
"Paradise, HMWS &SB Pump house",2022-05-01,,34.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2022-05-01,,,,,,,,,,
"Mee-Seva, Warangal ",2022-05-01,,,,,,,,,,
"DIC building, Karimnagar",2022-05-01,,36.0,,,,,,,,
"Paradise, HMWS &SB Pump house",2022-06-01,,22.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2022-06-01,,,,,,,,,,
"Mee-Seva, Warangal ",2022-06-01,,,,,,,,,,
