Location,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,lat,lon
Bollaram,111.0,98.0,82.0,57,82.58064516129032,62.275862068965516,41,40,59,120,128,188,18.168900000000065,78.08390000000009
Bollaram,123.0,120.714285714286,120.0,-,115,123.0,119,108.0,78,84,101,104,18.168900000000065,78.08390000000009
ICRISAT,100.0,97.27586206896552,78.0,58,74.6774193548387,34.84375,28,25,36,103,154,179,17.516590000000065,78.27499000000006
R C Puram,107.0,104.333333333333,88.66666666666667,45.25925925925927,59,72.0,70,69.0,57,70,84.7222222222222,89,17.802515696000057,79.01075984700003
Gaddapotharam,105.0,107.55555555555556,91.77777777777776,50.96296296296296,63,74.0,77,72.0,64,66,72.9814814814815,78,17.657340000000033,78.37400000000008
Sangareddy,86.0,84.55560261044269,72.74074074074075,39.81481481481481,53,60.0,61,54.0,49,60,68.38888888888889,70,17.62516000000005,78.08237000000008
Nalgonda,58.0,58.18518518518519,49.37037037037037,28.074074074074073,32,52.0,54,52.0,50,49,51.375,63,17.057120000000054,79.26848000000007
Choutuppal,61.0,60.888888888888886,53.62962962962963,29.629629629629626,36,55.0,58,53.0,60,56,61.375,80,17.252710000000036,78.89614000000006
Nizamabad,64.0,63.55555555555556,66.44444444444444,38.333333333333336,50,52.0,63,60.0,62,62,62.55555555555556,81,18.67154000000005,78.09880000000004
Adilabad,78.0,81.70370370370371,70.81481481481482,51.5,-,74.0,74,72.0,72,72,-,-,19.672030000000063,78.53590000000008
PETL,99.0,98.0,79.0,61.75,89,77.0,80,63.0,74,82,95,98,17.802515696000057,79.01075984700003
"Kuda, warangal",91.5185185185185,88.0,65.0,38,41,42.11111111111112,57,67.25,51,59,85.33333333333333,59.44444444444444,17.984050000000025,79.60204000000004
"Mee-Seva, Warangal",89.0,88.0,74.0,41,65,58.25,67,60.8,55,61,91.88888888888889,91.44444444444444,17.989810000000034,79.59950000000003
Godavarikhani,108.33333333333331,108.0,88.0,74,91,73.44444444444444,63,56.0,56,61,97,123.77777777777777,18.75626000000005,79.50920000000008
Karimnagar,110.66666666666669,114.0,110.0,39,72,58.333333333333336,114,70.0,96,137,113.55555555555556,108,18.43915000000004,79.12856000000005
Kothagudem,99.88888888888889,95.0,95.0,44,73,80.4074074074074,63,40.875,52,72,97.125,109.88888888888889,17.543300000000045,80.61900000000009
Khammam,88.29629629629629,84.0,83.0,80,63,47.888888888888886,70,37.142857142857146,52,62,82.5,94.88888888888889,17.251630000000034,80.15729000000005
Kothur,110.77777777777776,114.0,110.0,70,94,76.625,130,90.0,-,83,110.33333333333333,93.88888888888889,17.147830000000056,78.28888000000006
Balasamudram,89.0,89.0,40.0,24,47,45.0,37,55.0,40,38,82,61,18.00099000000006,79.56018000000006
Nakkalagutta,90.0,94.0,59.0,-,94,99.0,69,40.0,52,44,85,80,18.000687574596203,79.55572875403895
