Location,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,lat,lon
Nacharam,116.0,118.0,104.0,118.0,126,76,60.35294117647059,51.94117647058823,77.25,108.55555555555556,105.89473684210526,107.625,17.431250000000034,78.55922000000004
Rajedranagar,91.0,88.0,82.0,76.0,72,56,35.15,38.0,52.3125,51.38095238095238,59.25,62.57142857142857,17.392040000000065,78.54012000000006
Sainikpuri,121.0,121.0,122.0,95.0,79,72,62.81818181818182,68.83333333333333,71.8,67.9090909090909,74.55555555555556,90.5,17.491630000000043,78.54544000000004
BPPA,104.0,82.0,76.0,86.0,62,39,43.875,43.75,45.93333333333333,66.94117647058823,63.9,100.0,17.802515696000057,79.01075984700003
Shameerpet,96.0,117.0,129.0,64.0,56,58,51.11111111111112,58.4,73.625,48.75,63.54545454545455,64.85714285714286,17.582170000000076,78.56126000000006
HCU,133.0,128.0,108.3225806451613,132.0,94,45,46.67741935483871,52.27586206896552,64.86206896551724,96.87096774193547,96.20689655172414,141.5806451612903,17.802515696000057,79.01075984700003
Sanathnagar,175.0,166.0,115.3225806451613,118.0,82,43,36.193548387096776,46.46666666666667,58.1,128.2258064516129,122.83333333333331,236.70967741935485,17.45876000000004,78.44310000000007
Zoopark,179.0,203.0,136.0,167.0,128,76,55.86206896551724,63.10344827586207,82.78571428571429,120.66666666666669,128.40740740740742,223.4,16.777300000000025,78.01248000000004
Pashamylaram,151.0,135.0,110.0,140.0,103,53,57.833333333333336,60.354838709677416,62.46666666666667,105.70967741935485,127.51724137931036,158.0,17.56176000000005,78.17238000000003
Bollaram,164.0,162.0,136.2258064516129,173.0,133,64,75.27586206896552,83.03333333333333,89.39285714285714,134.66666666666666,100.06666666666666,145.74193548387098,18.168900000000065,78.08390000000009
ICRISAT,146.0,144.0,125.87096774193547,146.0,103,49,41.70967741935484,45.25806451612903,53.3,94.56666666666666,108.93333333333334,149.5483870967742,17.516590000000065,78.27499000000006
R C Puram,89.88888888888889,94.14814814814814,87.92592592592592,88.70370370370371,81,61.46296296296297,49.0,42.72222222222221,48.0,68.11111111111111,80.33333333333333,97.03703703703702,17.802515696000057,79.01075984700003
Gaddapotharam,86.88888888888889,91.88888888888889,90.03703703703704,80.22222222222223,79.18518518518518,57,51.0,44.888888888888886,46.77777777777778,55.55555555555556,89.25925925925925,95.48148148148148,17.657340000000033,78.37400000000008
Sangareddy,73.55555555555556,79.03703703703704,77.22222222222223,77.18518518518518,64.94204026270123,52.81481481481481,51.0,47.7037037037037,42.66666666666666,66.11111111111111,63.92592592592593,79.14814814814815,17.62516000000005,78.08237000000008
Nalgonda,73.0,61.22222222222222,64.22222222222223,69.66666666666667,65.88888888888889,52.77777777777777,64.0,58.708333333333336,60.888888888888886,63.66666666666666,64.77777777777777,64.44444444444444,17.057120000000054,79.26848000000007
Choutuppal,63.66666666666666,65.03703703703704,64.07407407407408,62.5925925925926,61.03703703703704,59.111111111111114,62.0,61.29166666666666,61.888888888888886,61.77777777777778,60.592592592592595,59.81481481481482,17.252710000000036,78.89614000000006
Nizamabad,61.333333333333336,61.55555555555556,63.22222222222222,67.37037037037038,68.40740740740742,62.55555555555556,57.0,59.55555555555556,59.44444444444444,61.44444444444444,61,58.888888888888886,18.67154000000005,78.09880000000004
Adilabad,63.66666666666666,63.55555555555556,67.66666666666667,68.96296296296298,70.62962962962963,65.62962962962963,62.0,59.55555555555556,61.44444444444444,65.11111111111111,63.44444444444444,63.629629629629626,19.672030000000063,78.53590000000008
"Kuda, warangal",73.0,69.8888888888889,65.03703703703704,73.51851851851852,71.07407407407408,62.66666666666666,58.55555555555556,56.14583333333333,67.66666666666667,58.72222222222222,65.03703703703704,69.62962962962962,17.984050000000025,79.60204000000004
"Mee-Seva, Warangal",75.88888888888889,77.85185185185185,70.77777777777777,71.99999999999999,68.04166666666667,61.166666666666664,47.5,59.54166666666666,61.57142857142857,62.46296296296297,75.51851851851852,77.70370370370371,17.989810000000034,79.59950000000003
Godavarikhani,107.33333333333331,97.5925925925926,73.48148148148148,79.14814814814814,77,67.41666666666667,41.11111111111112,62.22222222222222,68.87037037037037,71.0,80.88888888888889,84.49999999999999,18.75626000000005,79.50920000000008
Karimnagar,83.77777777777777,74.68518518518518,85.52083333333333,78.85185185185185,81.66666666666667,59.44444444444444,55.333333333333336,54.70833333333333,61.55555555555556,71.0,90.53703703703702,89.96296296296298,18.43915000000004,79.12856000000005
Kothagudem,69.22222222222223,63.55555555555556,57.470370370370375,60.66666666666666,58.91481481481482,52.459259259259255,44.44444444444444,51.05,51.5925925925926,63.333333333333336,59.370370370370374,63.51481481481481,17.543300000000045,80.61900000000009
Khammam,60.44444444444444,64.44444444444444,54.40740740740742,54.55555555555556,56.96296296296296,42.31481481481481,40.66666666666666,53.18333333333334,49.981481481481474,63.333333333333336,54.29629629629629,59.6888888888889,17.251630000000034,80.15729000000005
Kothur,90.33333333333331,88.46296296296298,82.77777777777777,98.48148148148148,86.37037037037038,64.47619047619048,68.88888888888889,63.018518518518526,69.22222222222223,72.22222222222223,75.7037037037037,89.48148148148147,17.147830000000056,78.28888000000006
Balasamudram,76.0,64.0,75.0,75.0,69,59.5,53.25,71.25,58.0,75.0,68,72.25,18.00099000000006,79.56018000000006
Nakkalagutta,82.0,73.0,73.0,72.0,65,58.75,47.75,65.5,57.75,73.0,76,79,18.000687574596203,79.55572875403895
Boallaram,149.0,129.0,128.0,111.0,-,-,106.66666666666669,78.33333333333333,86.0,130.0,-,-,18.168900000000065,78.08390000000009
PETL,90.0,94.0,93.0,79.0,76,80.33333333333333,74.75,66.33333333333333,76.33333333333333,63.0,91,94.4,17.802515696000057,79.01075984700003
