Location,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,lat,lon
R C Puram,97.4444444444444,83.7777777777778,88.4444444444445,91.3333333333333,88.2222222222222,75.375,77,73.5555555555556,54.0185185185185,78.9227289540582,90.6666666666667,96.7777777777778,17.8025156960001,79.010759847
Gaddapotharam,93.7777777777778,89.5555555555556,94.3333333333333,92.2222222222223,99.1111111111111,86.6666666666667,87,72.7407407407407,62.7592592592593,82.1601529287836,94.1111111111111,95.6666666666667,17.65734,78.3740000000001
Sangareddy,80.2222222222222,68.6666666666667,77.7777777777778,77.1481481481482,77,72.1481481481482,63,53.6296296296296,48.3333333333333,70.0155982795496,81.4168273660219,81.2962962962963,17.6251600000001,78.0823700000001
Nalgonda,64.4444444444444,64.2222222222222,56.9259259259259,56.1851851851852,56.1111111111111,59.7777777777778,55,57.2916666666667,56.7777777777778,62.7407407407407,58.037037037037,59,17.0571200000001,79.2684800000001
Choutuppal,61.1111111111111,60.3333333333333,61.9259259259259,61,60.1851851851852,63.2592592592593,60,60.9166666666667,61.037037037037,67.8148148148148,62.3703703703704,60.5185185185185,17.25271,78.8961400000001
Nizamabad,64.3703703703704,60.8888888888889,61.1481481481482,62,64.4814814814815,68.8888888888889,72,70.5555555555556,61.1666666666667,69.3333333333333,61.7777777777778,66.4444444444444,18.6715400000001,78.0988
Adilabad,76.3333333333333,76.7777777777778,78.5555555555556,78,80.3333333333333,76.5555555555556,78,79,73.4444444444444,72.3703703703704,78.6666666666667,73.3703703703704,19.6720300000001,78.5359000000001
Boallaram,103.5,103.5,100.6,97.3333333333333,105.166666666667,101.5,94,99,92.4,90.6373941944063,97.0838289960222,105,18.1689000000001,78.0839000000001
PETL,90.6666666666667,99,80.75,96.5,91.75,95.5,99,77,71.5,72.4988893995099,82.3333333333333,88,17.8025156960001,79.010759847
"Kuda, warangal",88.1851851851852,90.2962962962963,90.4074074074074,94.0746619635508,92.1481481481481,88.1666666666667,89.1481481481481,81.7291666666667,75.5416666666667,91,87.5555555555556,90.1851851851852,17.98405,79.60204
"Mee-Seva, Warangal",90.5555555555556,90.8148148148148,92.1481481481481,89.0561301460369,93.0740740740741,85.6481481481482,86.8703703703704,79.875,72.9166666666667,85.3333333333333,90.5925925925926,87.2592592592592,17.98981,79.5995
Godavarikhani,116.222222222222,108.555555555556,104.555555555556,105.444444444444,103.857142857143,98.8148148148148,101.875,100.25,86.625,105,106.777777777778,108.333333333333,18.7562600000001,79.5092000000001
Karimnagar,104.333333333333,102,103.333333333333,109.142857142857,103.222222222222,99.4444444444444,99.5555555555556,99.375,96.75,102,104.555555555556,112.222222222222,18.43915,79.1285600000001
Kothagudem,106.222222222222,93.4444444444445,95.4444444444444,98.7777777777778,97.4814814814815,93.7407407407407,81.4977652317102,87.9583333333333,77.625,95.5185185185185,100,95.0740740740741,17.5433,80.6190000000001
Khammam,94.3703703703704,90.4444444444444,90.6666666666667,89.8924897119342,88.2222222222222,81.3888888888889,77.2915668437642,84.0833333333334,77.9259259259259,85.9444444444445,84.8518518518518,84.2222222222222,17.25163,80.15729
Kothur,112.555555555556,107.222222222222,105.888888888889,110.333333333333,109.111111111111,106.555555555556,101.666666666667,105,100,105.222222222222,112.666666666667,112.666666666667,17.1478300000001,78.2888800000001
Balasamudram,95.5,90,89,87,92,82.4260912698416,84,78.8690476190478,78.968253968254,82.75,90,89,18.0009900000001,79.5601800000001
Nakkalagutta,93.25,90,92,91,90,81.072916666667,85,86.2499999999998,81.3839285714288,93.7777777777778,99,86,18.0006875745962,79.555728754039
