Location,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,lat,lon
R C Puram,95.66666666666669,93,91,93,56,60,67,64,64,83,91,82.77777777777777,17.802515696000057,79.01075984700003
Gaddapotharam,90.85185185185186,98,94,98,61,63,68,72,77,86,90,84.07407407407408,17.657340000000033,78.37400000000008
Sangareddy,68.74074074074075,73,78,77,45,53,56,58,59,75,74,72.25925925925927,17.62516000000005,78.08237000000008
Nalgonda,65,61,61,62,46,52,58,52,55,74,79,66.25925925925927,17.057120000000054,79.26848000000007
"Marketing Office Building, Beat Market, Hyd Road Nalgonda ",60,59,59,61,49,54,54,46,48,65,58,59,17.065900000000056,79.26688000000007
Choutuppal,89.85185185185183,91,91,95,73,78,79,68,81,87,82,81.62962962962963,17.252710000000036,78.89614000000006
Nizamabad,68.5925925925926,68,66,69,41,-,54,45,43,59,66,56.74074074074075,18.67154000000005,78.09880000000004
Adilabad,-,62,73,74,67,-,-,-,-,-,-,-,19.672030000000063,78.53590000000008
PETL,97,97,98,98,79,81,85,76,81,84,89,82,17.802515696000057,79.01075984700003
"Kuda, warangal",78.22222222222223,85,57,58,43,44,86,40,63.85475305178362,49,58,55,17.984050000000025,79.60204000000004
"Mee-Seva, Warangal",81.25925925925927,88,75,71,51,81,57,60,55.134376123814654,64,65,69,17.989810000000034,79.59950000000003
Godavarikhani,110.55555555555556,113,99,136,59,77,104,64,76.15492839155962,83,106,95,18.75626000000005,79.50920000000008
Karimnagar,109.625,110,69,73,68,72,57,64,65.52192329380799,68,73,82,18.43915000000004,79.12856000000005
Kothagudem,109.55555555555556,104,99,82,62,58,80,87,82.83794202248698,92,86,90,17.543300000000045,80.61900000000009
Khammam,99.77777777777777,84,68,54,-,88,69,67,84.93873676028191,61,86,78,17.251630000000034,80.15729000000005
Kothur,109.77777777777777,113,84,85,86,99,103,134,97.22222222222223,93,82,102,17.147830000000056,78.28888000000006
Balasamudram,77,86,85,65,39,30,51,48,53,50,47,81,18.00099000000006,79.56018000000006
Nakkalagutta,75,87,67,52,42,52,119,98,92,98,77,83,18.000687574596203,79.55572875403895
